x	y	group
0.159851585952576	0.819272590868434	1
0.162548446891415	0.812489637079841	1
0.163084432173723	0.81153767956231	1
0.163501988162211	0.810214057279011	1
0.167505505238737	0.806768658832078	1
0.168085250538501	0.805758758215368	1
0.168105069929969	0.805812371996584	1
0.168078506700194	0.805507575701151	1
0.168081878619348	0.803164840176662	1
0.167772261509535	0.801115164597489	1
0.168633599524371	0.803581808895329	1
0.169049619416356	0.803326317581243	1
0.168159695020253	0.800859673283403	1
0.168497861045565	0.800877544543809	1
0.167744237114794	0.800024504760393	1
0.167807704126413	0.799286427861078	1
0.167442787542485	0.799244509393789	1
0.167953558362679	0.797953572435204	1
0.167291350906732	0.798563144507976	1
0.167133132966904	0.797889473907642	1
0.167300267759604	0.797250006971023	1
0.167420233149926	0.7967091499971	1
0.168651358298578	0.796711919939872	1
0.168555146205403	0.796650591355082	1
0.168623333903837	0.795525748372366	1
0.167894324982885	0.795861978388742	1
0.16964176588545	0.792395610449119	1
0.170680391916215	0.794844383486553	1
0.171320232308445	0.795347938564475	1
0.171546038494413	0.794732190545225	1
0.171020693490323	0.793595344477162	1
0.173010350585403	0.792057841575647	1
0.172052051162024	0.792456939033908	1
0.170900016250402	0.792975287658044	1
0.17089593248165	0.792568803685723	1
0.171458630856805	0.791251049577482	1
0.171807099968419	0.789549299328613	1
0.172685672236705	0.789574864874497	1
0.172689756005457	0.789225072397584	1
0.172218474105126	0.786764296274802	1
0.173103771478835	0.787524861005811	1
0.173177354247914	0.786583716524139	1
0.173203392956932	0.7863581200739	1
0.173710829323741	0.786625306701913	1
0.175510722302024	0.788694720688101	1
0.175449934092843	0.788085128097235	1
0.17502098851077	0.786792652281554	1
0.17587142398701	0.786794170620555	1
0.175724801702492	0.785997863368736	1
0.17555770437556	0.78619972038351	1
0.173482925054743	0.784338011069061	1
0.173685502464322	0.782211905587465	1
0.174281002119686	0.782955850661839	1
0.174588539879354	0.783472968200298	1
0.176378298367293	0.783480354714357	1
0.174844281214251	0.782884345102123	1
0.173810994055479	0.781091371404617	1
0.174258485192895	0.781082446033461	1
0.173713489393295	0.780726805899584	1
0.17401018081302	0.779867610687785	1
0.174310974734382	0.779864840745013	1
0.175096688095762	0.77862905642474	1
0.175649851432867	0.778630595281835	1
0.176644174192534	0.779108564295778	1
0.176784708289692	0.779077438346255	1
0.177505006419497	0.779081767664217	1
0.176837909680778	0.778844168128632	1
