x	y
0.297801072111018	0.440374911959421
0.297760149501004	0.440392840943886
0.291764987145875	0.510390585161945
0.297801072111018	0.440392840943886
0.29768512471602	0.440392840943886
0.2978829173308	0.440392840943886
0.297780610805888	0.44030319602102
0.287697279718792	0.480468603871644
0.287713648762601	0.480526873071722
0.297780610805888	0.44030319602102
0.297801072111018	0.44030319602102
0.289787060999295	0.490369885641784
0.329147791318815	0.564551059610326
0.329241913321823	0.564326947302085
0.344084543944182	0.325736984139973
0.335951175220185	0.559112600934759
0.329823014382694	0.561386593820139
0.336309248057008	0.560427393141815
0.37348743918037	0.375445094067659
0.373622483793146	0.375247875236923
0.373507900485254	0.375310626682822
0.37348743918037	0.375480952037128
0.336378816493811	0.560337748218411
0.373663406402914	0.375194088282988
0.335961405872504	0.562471297391336
0.337577848964984	0.559620588832793
0.328759026524543	0.560248103295545
0.328759026524543	0.560248103295545
0.344439206563484	0.541362906136072
0.373538592442703	0.375497386939958
0.342447639546818	0.546263495272345
0.303759404116963	0.563968367609007
0.347030971859291	0.537299002949866
0.345926061391125	0.538733321721478
0.326446899063299	0.56132384237424
0.304389612309999	0.560427393141815
0.373548823095268	0.375669206375899
0.373651129619935	0.376139842222829
0.337629002227317	0.580731968252188
0.298571781264766	0.60128306690125
0.298799583793197	0.601126188285965
0.29628693554345	0.601574412901909
0.298799583793197	0.601206868716868
0.453429757682575	0.555942158816471
0.454882510335245	0.55072781244893
0.453581171339405	0.555698623441699
0.451199475441359	0.554932159348128
0.44520431308623	0.607580622758137
0.452684966181893	0.55460943762452
0.468284665087914	0.530127409091915
0.454248209881134	0.552897219590948
0.556186431221987	0.749488536222511
0.49550229295373	0.538285097105319
0.519928998822097	0.457963245896089
0.487225013051471	0.535281992177312
0.490482316393364	0.538052916754203
0.504509359399769	0.530620456169615
0.502250431331519	0.528155220780956
0.479006388890123	0.53971941587693
0.503948719643708	0.526595399116848
0.487432354275127	0.535183382761783
0.519920814300192	0.457891529957527
0.502059459151855	0.526900191855829
0.504746710537383	0.529006847551572
0.504746710537383	0.529006847551572
0.502700580040788	0.527886286011282
0.495702813742405	0.539047078952746
0.487354601316256	0.535301415244005
0.502741502650704	0.526989836779018
0.516342814105187	0.47930770211585
0.519912629778288	0.457882565465187
0.519888076212328	0.457873600972846
0.504910400977119	0.528334510627387
0.511113586599324	0.526907662266104
0.479006388890123	0.53971941587693
0.495620968522525	0.53971941587693
0.495391801906913	0.537415541350076
0.519366312935695	0.473474805778059
0.519366312935695	0.473474805778059
0.504542097487731	0.527706996164851
0.499467693856147	0.534340720483454
0.495293587643076	0.538105807258887
0.502659657430848	0.528244865704199
0.584750412954486	0.466838093295325
0.59525933918504	0.502104406091887
0.607216925807189	0.534609655253128
0.584705398083642	0.468944748991121
0.583919683972947	0.46904335840665
0.604516033551673	0.527438061395177
0.604516033551673	0.527438061395177
0.583911499451042	0.468601110118754
0.584230695808512	0.46892682000644
0.583886945885083	0.468711672190701
0.583891038145912	0.468810281606284
0.583877397276072	0.468735577503591
0.583911499451042	0.468601110118754
0.599073326430872	0.515515286606286
0.595472136756768	0.510853750598589
0.595472136756768	0.510853750598589
0.598623177721455	0.516053156145634
0.598670920766513	0.515933629581347
0.599564397750057	0.516501380761739
0.596590006051467	0.512288069370201
0.61671097131151	0.512915583832791
0.600055469069241	0.516949605377898
0.607306955549121	0.515416677190757
0.616857883481084	0.506055954307624
0.606644009268222	0.51990788784431
0.616408143998094	0.534170395129309
0.625366103312141	0.650556398952014
0.633980312702759	0.581673239946046
0.596372434175356	0.571812298391519
0.608789172480943	0.659844509447136
0.603255617165847	0.576339367014003
0.632838571885654	0.639440428471983
0.598213951622299	0.572081233161193
0.589239623264197	0.587831846171577
0.627432695113792	0.643080012355081
0.634315878104283	0.62190588148925
0.609123919430105	0.574519575072723
0.591637688206052	0.572305345468896
0.61750077768328	0.580328566097677
0.592239250572054	0.581583595022643
0.605003012610028	0.666991301542893
0.608968413512445	0.577881259693646
0.590356810515342	0.585976196260828
0.599695350101757	0.573399013532594
0.604996055766176	0.666979348886583
0.615319602573738	0.584093652873111
0.615442370403534	0.570512447004583
0.614255614715586	0.584093652873111
0.570263809038535	0.653272640125719
0.614321090891559	0.582480044255068
0.608362758885369	0.578446022709961
0.605941504464415	0.571990094155616
0.621298395884812	0.587652556325307
0.583236276387163	0.610700266086354
0.61331439468723	0.569122950694781
0.592853089721035	0.5774240705852
0.589824816586144	0.590189507652205
0.60799445539598	0.578804602403038
0.60847734219326	0.580203063205342
0.609590437183331	0.579252827018982
0.685788336876751	0.554690118055422
0.713042795091506	0.620489491702481
0.712498524379573	0.622273425674292
